snapshot_date,scrape_run_id,watch_id,product_code,series,product_name,color,mrp,source_url,is_synthetic
2026-06-21,seed-2026-06-21,W044,LAG-GBP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,113300.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-10,seed-2026-05-10,W045,LAG-GMG-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Lever: Gold Bright PVD | Body: Gold Matt PVD,Lever: Gold Bright PVD | Body: Gold Matt PVD,113300.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-17,seed-2026-05-17,W045,LAG-GMG-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Lever: Gold Bright PVD | Body: Gold Matt PVD,Lever: Gold Bright PVD | Body: Gold Matt PVD,113300.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-24,seed-2026-05-24,W045,LAG-GMG-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Lever: Gold Bright PVD | Body: Gold Matt PVD,Lever: Gold Bright PVD | Body: Gold Matt PVD,113300.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-31,seed-2026-05-31,W045,LAG-GMG-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Lever: Gold Bright PVD | Body: Gold Matt PVD,Lever: Gold Bright PVD | Body: Gold Matt PVD,107068.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-06-07,seed-2026-06-07,W045,LAG-GMG-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Lever: Gold Bright PVD | Body: Gold Matt PVD,Lever: Gold Bright PVD | Body: Gold Matt PVD,107068.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-06-14,seed-2026-06-14,W045,LAG-GMG-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Lever: Gold Bright PVD | Body: Gold Matt PVD,Lever: Gold Bright PVD | Body: Gold Matt PVD,107068.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-06-21,seed-2026-06-21,W045,LAG-GMG-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Lever: Gold Bright PVD | Body: Gold Matt PVD,Lever: Gold Bright PVD | Body: Gold Matt PVD,113300.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-10,seed-2026-05-10,W046,LAG-GMP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,109901.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-17,seed-2026-05-17,W046,LAG-GMP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,109901.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-24,seed-2026-05-24,W046,LAG-GMP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,114999.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-31,seed-2026-05-31,W046,LAG-GMP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,114999.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-06-07,seed-2026-06-07,W046,LAG-GMP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,109334.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-06-14,seed-2026-06-14,W046,LAG-GMP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,109334.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-06-21,seed-2026-06-21,W046,LAG-GMP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,113300.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-10,seed-2026-05-10,W047,LAG-GBP-91027,Laguna,Floor Mounted Single Lever Basin Mixer - Gold Bright PVD,Gold Bright PVD,107848.00,https://www.jaquar.com/en/floor-mounted-single-lever-basin-mixer?Id=10162,TRUE
2026-05-17,seed-2026-05-17,W047,LAG-GBP-91027,Laguna,Floor Mounted Single Lever Basin Mixer - Gold Bright PVD,Gold Bright PVD,107848.00,https://www.jaquar.com/en/floor-mounted-single-lever-basin-mixer?Id=10162,TRUE
2026-05-24,seed-2026-05-24,W047,LAG-GBP-91027,Laguna,Floor Mounted Single Lever Basin Mixer - Gold Bright PVD,Gold Bright PVD,107848.00,https://www.jaquar.com/en/floor-mounted-single-lever-basin-mixer?Id=10162,TRUE
2026-05-31,seed-2026-05-31,W047,LAG-GBP-91027,Laguna,Floor Mounted Single Lever Basin Mixer - Gold Bright PVD,Gold Bright PVD,103700.00,https://www.jaquar.com/en/floor-mounted-single-lever-basin-mixer?Id=10162,TRUE
2026-06-07,seed-2026-06-07,W047,LAG-GBP-91027,Laguna,Floor Mounted Single Lever Basin Mixer - Gold Bright PVD,Gold Bright PVD,103700.00,https://www.jaquar.com/en/floor-mounted-single-lever-basin-mixer?Id=10162,TRUE
2026-06-14,seed-2026-06-14,W047,LAG-GBP-91027,Laguna,Floor Mounted Single Lever Basin Mixer - Gold Bright PVD,Gold Bright PVD,103700.00,https://www.jaquar.com/en/floor-mounted-single-lever-basin-mixer?Id=10162,TRUE
2026-06-21,seed-2026-06-21,W047,LAG-GBP-91027,Laguna,Floor Mounted Single Lever Basin Mixer - Gold Bright PVD,Gold Bright PVD,103700.00,https://www.jaquar.com/en/floor-mounted-single-lever-basin-mixer?Id=10162,TRUE
2026-05-10,seed-2026-05-10,W048,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74564.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-05-17,seed-2026-05-17,W048,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74564.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-05-24,seed-2026-05-24,W048,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74564.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-05-31,seed-2026-05-31,W048,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,78349.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-06-07,seed-2026-06-07,W048,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,78349.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-06-14,seed-2026-06-14,W048,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74564.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-06-21,seed-2026-06-21,W048,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-05-10,seed-2026-05-10,W049,KUP-GMP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-05-17,seed-2026-05-17,W049,KUP-GMP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-05-24,seed-2026-05-24,W049,KUP-GMP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-05-31,seed-2026-05-31,W049,KUP-GMP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-06-07,seed-2026-06-07,W049,KUP-GMP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-06-14,seed-2026-06-14,W049,KUP-GMP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-06-21,seed-2026-06-21,W049,KUP-GMP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6093,TRUE
2026-05-10,seed-2026-05-10,W050,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,72293.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6094,TRUE
2026-05-17,seed-2026-05-17,W050,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,72293.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6094,TRUE
2026-05-24,seed-2026-05-24,W050,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,72293.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6094,TRUE
2026-05-31,seed-2026-05-31,W050,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,72293.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6094,TRUE
2026-06-07,seed-2026-06-07,W050,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,72293.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6094,TRUE
2026-06-14,seed-2026-06-14,W050,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,72293.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6094,TRUE
2026-06-21,seed-2026-06-21,W050,KUP-GBP-35121KPM,Floor Standing Mixer,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6094,TRUE
